ind_tr,ind_pt,ind_ru,ind_fr,ind_it,ind_es
10287,20423,14490,1823,418,14799
3862,11939,12052,2328,14684,401
11163,5423,5767,7210,6449,1084
2524,7783,7056,8662,15929,4859
10844,3932,18483,8615,15169,5958
1723,14147,9536,21788,21940,20053
19638,5798,22263,13996,5351,12952
12422,273,22250,10504,15970,22133
4847,7578,16803,3087,13092,20635
7648,18291,8224,21688,9919,18563
17584,4875,16449,16978,328,1022
11558,387,6344,14266,14626,8302
4460,18925,316,14899,8132,1731
836,15877,8838,8858,1759,19802
18828,900,21299,18457,15072,3152
4900,13772,8795,7942,10163,14466
9200,15879,20228,20352,5339,8483
5901,10900,13229,329,13913,4021
2148,1007,16718,15297,3825,15172
1722,15939,15256,8366,8916,8050
10904,7574,1708,10550,20781,3386
5474,8401,2739,11971,20844,11415
11162,17352,2207,2125,9659,15783
21222,5028,18011,396,17375,5067
15422,5530,19369,9069,18111,10691
3633,14697,5875,9680,18602,8711
12303,9249,5879,14814,2180,22101
10659,20037,8770,20930,7627,20365
13098,12526,17700,10064,16061,10170
7739,7150,20717,8043,9056,5901
21652,18933,9598,17317,20496,10234
15544,13514,15503,4568,6768,488
9733,11247,2775,5298,22355,16536
194,18797,14271,2566,5164,21650
8833,781,9635,3214,18236,10637
1873,5786,439,92,15683,19936
9370,16321,18838,3252,14379,22183
10390,19452,15200,22316,10401,7723
11952,22227,783,16830,18850,15009
4643,13551,2594,8472,4884,18208
9994,15702,11467,13652,20559,20372
10791,2818,8284,9165,6555,17947
13870,2021,9511,524,1868,15625
9720,5400,1826,19652,11342,12949
529,7270,13963,3655,8730,6245
17560,14277,6199,10534,16402,4762
10925,11465,13244,2257,16039,1208
20456,2132,15395,10077,7845,6087
11022,16538,811,13660,3899,15329
7038,895,18787,11312,16985,7430
9704,17375,3838,8438,19769,15717
1151,4748,17372,21652,5768,6309
21948,13020,4724,21650,22295,13836
18381,258,11014,16820,8450,17615
21897,5173,19089,4593,4781,5949
17810,8127,1953,2310,13165,21049
13695,11220,8637,6519,11994,17898
1329,21646,17418,15914,13906,7006
1028,18127,22376,7185,21582,13460
11709,13246,20191,18613,15588,8108
9009,11287,13703,15572,18693,7979
6732,18169,16191,21034,12307,21576
16327,17164,12900,13539,11755,2392
21912,20938,9507,12014,14890,414
9089,585,12893,21521,15656,19019
13464,689,6370,1463,15583,2363
17475,7623,18923,5998,12686,3091
5725,8043,10582,5976,9995,8509
1398,10511,14525,12467,15351,19596
4016,15806,18803,12004,17591,5259
368,17620,4026,18021,17497,10420
18279,12922,8269,11515,9532,7955
520,11497,8502,7870,20744,1988
2392,14395,5212,3954,8563,60
12210,6812,16531,11073,15879,792
10910,17758,22327,20642,13822,11489
18494,15821,14238,14696,1883,17183
5257,2925,685,19084,19972,5644
3748,11132,14277,20410,18378,592
15864,20452,22220,5897,16616,16882
822,18096,21110,17958,3162,1897
16681,18218,16897,6392,19452,11260
13267,12135,9315,16508,9714,19670
12317,20701,3924,12281,12547,11707
8550,18893,1674,19472,6999,13491
750,19775,19724,5048,14894,19399
6882,20429,7248,16736,4950,4843
20393,21235,5092,14665,18781,7993
7567,13833,10811,7506,11034,3910
9640,15354,499,4934,21438,6395
12510,10557,14901,6268,13894,7018
4517,867,20912,18388,6670,14499
20522,6252,11608,7365,14414,20668
2122,11958,16810,1611,12474,17519
10026,12811,11055,10554,10076,13543
12063,19030,16228,1488,962,12371
19393,4944,21388,21965,7106,20380
15475,8035,17356,6483,19934,12267
17315,20500,3996,627,2787,3880
12563,6675,11578,4696,1721,10904
13863,5231,19940,4803,3842,19822
8838,8650,13897,8491,21440,15425
11299,11318,4689,15514,17141,4891
13777,8925,18138,567,5289,9738
694,10408,18995,7753,3861,4873
13439,5033,4698,9295,9715,18518
21362,3869,14467,21558,18755,19524
17994,20713,10053,20656,21392,15356
19696,12283,18873,10186,11105,10125
12033,19121,16613,16056,11314,8991
18670,16071,15283,11019,14417,7042
4089,4729,1259,12327,2192,10223
11106,7757,14753,2258,5553,0
9966,14222,19246,21584,12580,17693
2671,5289,13523,11151,12685,12636
3194,2057,270,19599,18732,19572
12944,7328,1973,11176,6532,16372
9182,13724,6897,1306,19084,843
10395,12614,14639,8843,16701,16014
17182,5110,13972,6070,2896,5018
15833,1297,11437,3267,11536,10752
377,9723,14701,13255,10772,7615
17612,2379,2731,10823,15333,3178
14940,22191,17997,14177,284,14304
13723,2722,22300,12364,17909,7809
5784,22090,5597,18522,6130,5069
20864,9915,3763,4930,9059,10941
2302,3571,2397,10863,4480,1291
19335,5734,19184,13196,9226,9492
17865,845,19256,9119,14738,8823
2940,3784,18877,15601,878,7276
9964,4706,8740,22068,210,20263
16556,21769,18443,2416,4030,14650
19558,7197,13217,18739,13423,10550
1400,5098,8092,18956,13741,13511
16398,4606,7743,12735,13914,2834
9568,4086,18757,19529,21090,15150
11886,15099,17047,14478,6322,9788
15769,20085,16332,11973,17223,3113
5771,8924,16677,12571,15496,8434
6410,16788,17625,15052,986,18808
6526,3836,11119,17430,19892,9275
8033,3243,8878,14064,14603,10618
7562,21616,1857,8569,10306,18991
316,1017,5918,18226,17378,4894
18477,22256,466,12688,22074,16941
4087,16505,9524,16159,16845,20637
4622,4160,4484,9732,4124,10316
5169,7301,13960,11761,5922,18690
4505,2667,233,19433,19232,14282
16442,4236,14052,5364,14920,57
4182,14512,19804,10503,13780,9741
12420,9732,22078,4468,18641,15840
2943,21567,4081,5506,16689,20547
2285,1469,10919,13711,13671,6080
16016,14762,19611,193,14334,11243
9387,4014,20689,5997,8770,1531
12508,3953,19497,16908,21903,21868
4065,9443,4278,8047,19226,827
10286,20351,17811,5277,15315,19299
3848,4105,20154,15497,17288,19816
7287,21455,16906,17411,3589,383
17662,6010,18161,15534,6093,13083
956,6688,17421,12599,13474,1130
5849,12985,21352,6000,17370,16407
14337,12950,12869,4651,15161,4686
9606,15863,8169,542,13956,4397
22365,13870,1832,21817,3508,8464
16239,13007,1346,10447,1300,13323
14989,7064,6686,17550,17580,14951
20793,378,11194,13262,1237,185
12654,8478,13237,4085,17916,4774
16650,19767,12815,6258,13209,16976
22043,3530,8136,20797,8333,4724
10195,2685,3274,5982,8446,15405
5290,14982,21620,11834,17353,2728
17542,256,5731,11772,8428,8870
21333,776,2371,1937,21666,18142
5531,8085,17721,7980,2078,14440
15510,18707,3611,3726,20262,20803
17596,18190,12002,11750,11170,183
6862,3949,13779,6449,10511,19783
1884,14432,5832,13136,13194,10203
14785,5629,18913,8924,15546,14213
3781,10993,6412,263,3506,2844
20674,8173,6477,4984,19824,6610
14878,12768,10956,14138,3020,3104
19248,7276,19669,3701,15916,19759
19410,572,9167,4026,5114,21382
3739,19717,13744,21845,10789,2015
17625,11143,13334,18968,1703,10144
16752,592,165,13149,20732,1261
691,6841,13273,9083,17514,19085
10758,9913,7804,1040,9469,5501
15090,14087,15288,23,12925,2646
2502,3600,17685,18307,1912,2171
16569,8839,13618,19385,12640,17821
10620,13909,14617,13311,1493,14963
10518,6542,21922,7688,4775,5210
14640,22198,5093,20060,22141,11539
7700,11005,4383,15774,3104,10609
12490,10154,19160,2462,7388,22142
1029,18908,687,696,19867,16438
4164,9082,13529,17313,15781,5984
15942,1235,22035,13970,12287,21847
7187,458,11641,16780,13565,2803
20637,18573,8676,11829,1602,17564
16836,7427,1624,13276,19216,5319
7690,6269,18753,3529,9716,9069
19329,15113,15803,242,17149,2324
6141,5704,9380,10499,9373,712
13824,2780,17448,3277,3533,13669
8721,13571,20437,20830,16723,5007
13382,4135,17206,21598,5495,21557
2968,21730,1232,16976,3624,883
13349,20412,16253,10344,9115,1246
11930,20670,13201,16279,8060,13412
8267,4156,11606,4833,227,5767
6347,7099,6990,18053,2314,17876
15634,18987,9310,5463,19959,22296
12163,5401,400,6151,21500,11438
12064,12042,6994,18901,2831,19791
22006,17309,1160,13191,7653,2443
8294,18526,9293,16308,17804,15566
9998,21422,605,5416,1200,12672
10415,7156,11399,17837,8765,12741
7962,16334,4211,7230,13163,6992
574,14991,15798,20262,7031,14725
330,2074,4222,13205,8766,10649
15333,9487,1744,11863,8375,2222
20500,6401,6487,8390,3929,3505
18919,540,4342,14598,40,9787
10409,12932,17582,12016,5806,16589
17889,9876,3756,19695,21681,5131
4791,18269,11626,20121,9481,5735
14479,20770,21108,5372,7371,11807
10082,1660,19855,3739,2710,20798
16153,4658,10499,17843,21289,21579
5952,14851,7082,9231,19822,7274
17348,9342,4960,541,1463,19667
3051,2108,16676,13555,12647,19460
13618,11352,11872,12386,1796,15738
20560,1331,16507,7937,8905,18043
18881,13386,10458,15973,15094,18614
3841,14406,3374,1936,15293,3101
18218,442,10463,4266,1736,3035
980,19326,18216,13858,19859,2840
20912,20145,17940,505,14341,21350
14538,930,7916,1109,21246,16929
18192,10879,21634,22090,7423,14171
15805,282,4182,1578,3237,5526
17198,17899,21818,14402,15322,12447
8403,6091,1443,10777,13434,8459
4678,15402,4190,20047,2666,11456
15794,14724,14667,11050,853,11527
21904,9666,3049,21033,10198,5435
20170,1124,14495,584,10249,11979
5909,8036,10828,22009,8964,19837
10750,21653,10887,9099,2087,9084
20425,1147,10538,9269,19751,7342
21947,7953,19299,18920,20518,2548
15780,16081,5588,4947,5376,12251
12813,3188,19245,12444,16714,14957
15558,19081,10884,164,11553,5064
1847,8632,22266,14757,16853,18013
12100,1518,17250,2665,14111,4539
1880,20609,1033,4976,1419,11296
20027,14184,7702,8062,888,11001
19699,9268,20712,17518,19644,19218
5613,3935,10332,19939,7644,1541
17963,14806,13660,8733,3348,17928
10865,5570,1080,18787,19724,1848
3562,20859,12271,5409,6839,21466
11975,15708,12704,9559,6801,18782
16704,2306,12207,19970,9051,7241
18559,2927,11274,13002,16875,13984
16149,16004,9671,14353,8960,9448
9185,9948,7661,172,11253,11587
7026,18042,21773,21443,19027,16042
20434,19158,271,12544,16486,7048
19015,2214,13134,15708,1416,10699
18711,17215,473,15795,9569,8757
4613,19987,8048,15256,11094,14209
17566,12035,9096,17961,274,1567
19601,4989,18552,17850,10875,13428
17908,8395,943,12943,7370,327
18717,670,6951,4004,5447,13087
7907,19283,767,18203,18699,971
11974,1102,10653,17003,13377,19326
4639,14686,3600,12662,11319,330
15229,14891,15248,6548,11998,10208
1294,18481,13562,4226,14455,18844
21583,6609,11819,14149,13206,9837
3864,14305,19675,3145,6115,2319
12497,11774,21402,2676,4077,12676
19347,18458,5420,10405,6934,22303
9785,8433,2953,6901,17388,2720
3387,15498,19033,8815,15369,579
13325,16729,13974,19564,7292,13628
20323,12551,11633,1845,18890,6670
7628,20763,5348,10353,10371,20134
6654,6748,19312,12596,2770,15518
19040,4922,21488,21628,10009,16869
9162,21482,14408,14605,4964,6123
1506,5998,19232,21050,14311,7761
12284,4859,3480,76,2328,15911
17834,18914,13694,12726,14638,9572
7207,11188,5436,15637,12929,3010
19217,7039,12625,19257,8170,16196
5428,250,2447,11596,4588,3975
20,21499,13690,5162,4448,20325
6896,15626,5476,6112,11453,15687
17850,8703,18386,4588,5735,13204
854,4443,1156,18564,41,15845
4129,11490,8565,14713,20613,19762
17614,4066,3445,385,11211,18093
18782,2567,18899,19831,1708,19814
17133,12574,10310,15874,3472,1564
19302,22320,14311,19161,15088,16291
5510,17066,16570,187,12894,2626
21093,14206,20775,6544,14129,3869
13842,8991,10120,2841,13642,19308
1474,21237,1405,21632,17398,8120
10238,8729,641,13918,15610,11839
19642,14753,19391,11936,5633,20098
13854,14691,2225,249,15750,17840
2321,1482,4397,17771,2175,9754
5816,10061,10251,18004,2406,10347
5266,8094,13301,10299,19991,21465
10585,6776,18534,12884,2335,18728
5595,17846,2313,11358,3633,20938
11641,13043,766,21041,12650,15509
5350,6804,7922,8709,11999,6821
15212,16104,20939,3459,15730,12527
8073,9153,8798,13419,16253,1278
21682,14763,4903,6670,17264,7030
21474,15064,1972,19811,13137,21097
3545,9078,411,12050,18165,9661
14294,16017,22244,4081,13991,14256
18274,21460,10178,1014,18451,3734
12260,21272,7875,10897,21962,18130
1690,21220,14335,13070,4761,3672
9460,18888,9521,9301,15220,7561
8980,2291,4482,3781,13524,11012
16496,2380,12545,18932,12064,20736
6095,21949,13722,5270,3586,1181
13232,8275,5323,13183,15589,20852
16952,6294,3552,20539,19742,13702
21242,16765,14845,4203,19686,5351
15262,3427,5721,9891,4648,10047
6014,15014,4228,1763,17823,11743
8051,13533,11711,9970,18189,16358
13085,13786,18625,5650,1880,6281
20196,21253,13964,8156,19423,4941
14389,6813,3102,19296,937,12814
20452,11914,3911,13888,3520,14975
8017,11456,10595,2097,13415,3085
18778,14261,6206,3007,1062,3329
6806,15691,21068,12311,14779,21007
13238,12972,17240,2414,17101,3655
17220,20875,6874,6868,20311,17109
20311,18606,10704,17213,2608,1734
17293,19961,6545,14633,7538,12888
2650,17531,20697,13725,17450,19552
3849,6735,7812,11141,11756,9665
10279,12302,9176,14426,10431,6435
20418,20270,17763,10915,3424,20479
5551,6823,22041,7215,20813,19570
12080,7604,2490,16635,9680,19219
15490,7775,15334,575,8773,18981
12754,7698,6314,21767,19131,1075
9682,168,7814,17332,19083,13058
564,17232,15811,14314,575,684
4758,16005,5961,13226,17441,5726
2535,7169,6945,18663,17671,5795
10124,1213,21794,19403,5317,4663
2919,11145,19441,5423,21435,5054
118,21217,8785,15144,2475,16449
7245,10759,16446,17674,4812,6516
4362,13693,1572,7655,16642,5623
7901,7016,16923,5121,4818,460
5863,15497,20818,3582,19063,1918
4079,1335,5519,16943,8872,2184
697,8512,12739,17089,3812,14485
15880,14671,12662,4462,13674,12184
14100,18026,14771,18774,6238,17202
3879,2895,5969,18354,17699,5326
10363,5135,19405,13180,13289,22005
11478,10621,4876,15747,7696,21602
19116,7318,21010,1444,17582,805
7912,10764,6211,1904,19394,20159
20464,327,19011,17844,7722,18051
3586,12787,9185,22282,11073,13891
10730,14722,5908,14094,4531,11356
4280,19694,3093,20892,15015,12839
15696,7098,19886,3819,10440,6208
7809,9505,21520,18887,522,5604
16830,20639,13232,7798,12885,21187
7264,13754,19074,19432,15614,5327
9175,18182,820,1892,18365,6639
18314,7464,19257,11749,16479,4939
14726,4204,9568,1102,16260,17517
12582,19938,304,8577,18573,17542
20157,11397,15325,2644,12324,8461
16784,21132,21562,2162,6827,8628
2537,17506,8761,12107,16176,5124
13259,4561,10961,10181,3583,20721
4717,6565,11818,15009,13465,17701
9327,6486,2581,7614,5014,6524
4196,16917,21964,5438,13384,13085
1924,3114,2268,15267,10897,11939
17157,9411,20878,10188,4616,17103
8318,6094,443,17846,2280,3617
12626,8293,6002,5389,15963,2253
5783,21032,18759,21862,2500,11729
18608,13143,5566,519,2692,20780
20379,19005,21982,14735,13149,17582
9092,15369,21627,21604,18508,2927
6487,354,14383,5861,20156,18012
7436,11952,9202,19153,8203,6099
16072,4825,3419,18394,6788,8511
17300,19325,16219,11633,20216,14461
10879,3911,15079,14111,5608,6816
18673,4020,22083,12138,3265,14056
2989,13528,1252,20271,13023,9363
1251,9228,16344,8605,2628,22110
13770,15888,9010,7211,9394,15186
15848,2477,1038,11200,13272,10568
1684,19124,19504,5745,602,2347
22230,2689,9447,8115,9285,1348
8662,486,5489,13803,10890,10427
15432,3711,2915,2128,9903,8356
16161,13792,14946,19444,21347,4545
12693,4464,10183,2848,1172,7109
7638,1009,13772,21467,4717,11179
17461,16078,1958,9305,18128,1559
12091,12677,1754,20782,8646,6909
4996,16965,622,156,14172,391
19943,18872,5703,8128,21324,16886
12151,5813,20398,20355,4443,16790
2978,19899,20941,19435,16410,5348
16693,901,409,14227,21102,16651
14637,3049,15244,5140,6724,7457
17944,9598,14046,2601,2792,1506
9913,15399,2724,20496,7039,12005
409,14526,11136,2877,2217,8829
3264,1869,2186,16837,14242,17614
9401,398,8713,10147,18752,13279
55,10591,17652,2446,9602,9366
10384,3005,7580,16646,10499,6236
5892,21410,10812,16074,11772,12948
1499,17668,8811,5517,3061,1376
1139,10250,7789,2581,19936,18947
5945,10937,8809,14054,748,17160
12267,4000,22237,626,21540,5033
809,5457,16917,13043,7688,1068
8849,20000,11125,19488,21949,10531
18513,17900,17746,2048,2647,19346
18213,12389,21178,12486,12210,10195
5678,12836,19653,21566,9926,1651
18731,14296,7815,19862,12024,2275
8019,13899,16006,12404,4275,523
9772,8294,12174,3134,17835,17900
15203,3433,6361,15456,1701,14293
985,20974,18888,7771,19201,12189
7542,7417,12169,51,7077,11404
6814,2381,11738,13705,4855,19953
21837,16273,7212,11713,14209,20453
20143,20005,13155,21135,6722,12081
21287,3577,3656,10169,9342,8093
10644,5586,4803,8311,21109,5403
13150,21092,3253,5305,13303,670
11534,12911,19581,6951,13880,15063
6838,9508,10992,20566,15760,14534
11115,5499,13051,16963,7623,12045
8515,8266,4690,10819,21573,13952
9091,10161,8941,13707,8006,2376
13946,13789,20022,4863,2676,17424
4854,19671,14747,9645,1444,16026
19449,2679,14025,5046,9506,1093
1077,17956,1571,4971,12378,3940
1517,7710,19789,15851,19573,14647
18562,6967,4962,13685,8127,10742
21369,4177,4633,13498,73,18009
20536,9617,16310,15915,4898,6345
19969,1779,10739,4877,11831,2139
6389,21461,12182,20132,6583,4978
18152,7253,5083,303,14876,12126
9502,6731,5831,19865,19207,16652
17382,15070,11928,18907,5662,1431
8446,4326,20752,4146,835,5397
17887,12338,4243,7894,16331,5507
20122,3335,1786,8328,2558,2969
10294,1230,12420,13132,4981,8401
16041,18176,12397,922,5024,21771
2030,13284,10290,3065,17435,7299
3646,21732,15134,11776,2345,2415
4646,18552,15336,14476,19217,7348
14465,3821,5872,16561,17634,9110
9840,6543,6649,10029,9223,423
4742,13268,15178,3873,10106,18199
16553,10372,8848,5896,736,17040
1948,7498,18688,12769,13703,20531
14745,13787,21633,5219,13655,16097
7229,2881,20134,22002,18072,5673
4005,22184,15877,6900,6935,4490
18536,14657,2168,17725,20100,7115
8289,11714,11896,2612,12002,14035
14422,14205,11237,18852,6804,16761
4499,16740,3901,19031,3986,21562
10760,17358,12168,17232,3475,8017
3459,19039,11918,22117,4493,7129
11040,9931,2043,1377,11010,11917
20993,19786,11654,22234,6021,283
2682,12671,21841,21876,20048,22016
12968,7683,8358,17624,17588,21880
19099,19508,20974,11840,10709,16707
18557,15839,20632,10076,2213,14818
8618,15139,22276,18210,14918,18242
9543,6574,8719,17394,2853,8694
346,6254,599,11175,5107,8523
7679,16052,5701,12531,8325,14516
8459,6597,19027,13822,12093,12879
4839,15978,4715,16661,4499,22229
11386,3876,11527,20968,6149,16308
16353,14440,11370,18680,21809,20614
7960,18405,7064,13236,3480,11514
22093,17631,13658,18973,1426,13166
15660,2073,9938,13399,22285,22190
735,17049,2664,21156,13368,18099
8926,3155,8515,18031,8732,8776
840,3475,4626,20016,18327,15144
17105,17876,368,6530,476,19722
4782,10394,5108,13486,9693,4415
22070,21191,2189,10588,5471,10380
7171,13944,4674,19901,15735,7397
8052,16509,4574,5857,16162,15128
20929,18207,9109,494,6458,7626
14483,16107,5757,4541,7051,15857
21425,18850,6329,9392,11522,2578
3129,21538,1349,19641,20677,8519
3888,14251,17242,10542,6428,9881
1165,6716,280,5692,18391,821
2496,15634,15940,7928,16831,3779
21990,20250,17019,9984,18194,8622
17507,18765,14825,1678,11757,14880
21686,17762,19338,14208,19312,13143
825,14550,16550,4540,15452,2740
10558,21682,702,1484,14724,5338
21,19022,14449,11377,6329,1152
12491,19944,6970,7993,18799,20174
30,7868,20516,13729,20827,10202
19861,12982,18627,3098,1182,8526
12027,9291,15097,17320,16863,6950
20163,17684,15569,2091,11340,10945
22212,22350,15546,10898,15571,7760
17957,9155,10382,12151,15066,9583
19051,17259,2631,14968,4304,9552
3846,10323,8583,13209,17152,20459
17289,10501,11987,2427,21072,1470
20161,7416,11725,18893,9515,17210
6524,5263,14432,9758,5442,12108
15045,6106,6452,16333,20224,13181
7629,3212,12398,3026,3373,8409
6739,17447,241,9143,20409,20300
6750,9110,19996,10136,6111,19275
21267,9048,16551,5944,10526,11662
21074,1566,6269,4276,16045,21909
7773,19519,4434,3640,7639,1258
3232,15004,14486,18509,20050,1783
15201,11663,19817,18961,22379,13583
10544,11023,11512,18260,9584,4972
5874,9483,2059,16068,7525,17172
6299,3143,3542,18401,21702,5387
19208,3108,2898,18497,21899,3276
12459,9079,1322,21969,5525,10606
6920,19418,18139,16996,6274,11886
12017,7405,18720,22103,11359,19172
20540,20656,9968,3941,14010,5246
3414,14790,3203,6453,19362,1950
3407,19064,22142,3970,15388,16754
15967,3798,15262,12275,4153,21023
16475,9607,14413,8105,335,17658
6490,1020,4399,18405,20111,4466
10503,21559,9089,4207,10934,4353
16885,22185,7067,14320,14495,3049
10017,9119,15186,19440,20331,10323
11021,3860,5457,15835,1036,3114
16766,18343,18960,641,14823,4713
8476,837,16725,21046,1208,8863
16668,16359,20463,21172,7814,10683
17627,21,13326,3957,4049,19910
13239,12439,22294,22367,13954,16302
18535,4975,11536,13904,10042,2053
9479,13565,9996,0,12909,4479
11717,741,5405,10204,18566,18121
8865,1478,13268,5809,6900,1478
5942,8454,21569,16848,14678,9245
19400,21505,11401,13740,22158,13108
17258,17924,18984,14107,1515,816
10215,9138,14047,7808,2578,13269
2029,5069,3082,14430,18795,10617
355,13861,13050,7926,15449,7803
21288,20816,8712,19302,15858,4031
8807,18175,13111,16856,10665,22199
8127,8815,12457,16296,9122,13076
14392,6047,96,18108,9486,9957
14565,12305,5013,9786,13413,9174
6777,4648,17379,7255,11639,16408
18490,5091,11039,16263,8693,8784
4207,19214,10862,7991,8927,5783
13384,3054,3912,15030,17030,9634
8689,11908,2408,21737,8567,14779
15982,5307,18771,12972,18994,9578
138,21843,5537,13993,9765,2387
20141,1811,6779,17256,401,5706
12982,12936,6784,1987,3683,14197
19691,1752,14941,11687,19645,11234
1143,3579,11469,16667,12727,9755
18104,7665,2680,3602,12879,2752
20288,21198,58,4592,20828,3110
11273,4412,15223,3979,18697,14054
14908,10181,17446,6324,5348,17575
925,248,10472,714,11139,9736
18511,8497,1485,17345,17117,21462
9575,925,1240,19759,8632,9253
5275,3408,15168,10099,11242,9183
3211,5573,7945,15192,286,8009
6092,12292,15485,20111,16789,12044
22160,2402,19331,14411,10044,22064
7696,18994,6022,3867,15965,6977
14652,5709,3766,17357,6386,20626
7577,12837,10498,20541,18396,12784
18105,10274,245,18484,2886,13635
3255,5992,14966,6417,2098,13670
8517,11133,17390,6740,13833,10280
741,17320,12538,1615,430,17448
15264,9784,6459,12579,2375,7576
14931,15441,5578,8840,9061,209
14412,12093,1279,11871,601,11843
2313,13615,18733,19558,8213,17419
1679,13317,7202,7696,3148,14205
6599,5922,3345,18118,2417,1349
3593,9310,12821,4837,22012,20773
10773,13118,16459,22004,7118,18625
19712,15777,7624,3637,9202,8540
4805,19621,17074,6578,16219,12997
9782,1350,10857,5157,6580,14519
5856,15891,2130,13012,6404,1747
13158,421,13993,13774,7872,20108
21692,1099,2005,15930,11447,17838
21905,9008,12562,295,19947,7104
16463,11626,14414,8560,21274,13973
22051,22356,17850,22242,1107,8964
2974,5229,15006,13883,15001,825
4397,16293,16504,5500,20934,20272
13357,15072,5539,12222,8785,12890
6346,6843,9931,20777,12246,18154
10303,17453,7392,4734,4970,11861
8218,17162,6479,11372,2128,18005
9742,21406,15449,8652,11372,4792
1042,15470,21558,1805,2966,17176
12186,8910,2647,15473,7341,14418
12676,16181,22092,6655,21963,4232
1082,4128,9638,21406,5004,13643
4932,3028,5484,18969,7401,18941
4501,6308,401,6211,14058,22158
16966,8883,19963,14330,7673,19288
14973,11575,21175,14784,18940,11470
8698,3460,3898,15932,21024,273
5015,22157,5813,10837,22165,9099
21050,5764,6415,4733,1027,20137
11715,17597,2254,6276,4015,2245
15936,7247,2839,19772,18244,17201
18419,4350,13946,19206,13411,2240
20327,12222,20883,6991,2030,16174
20752,10199,14874,13198,1041,9317
20099,12129,7704,10416,21010,3199
14610,4123,16566,147,13888,11811
17296,7975,21431,9611,5231,18869
3141,4858,10488,19132,12275,3345
14142,21945,1161,8592,17939,3146
5969,14823,1138,525,7974,17446
19146,8364,18493,1755,20438,642
397,16610,7011,4198,15118,3721
12617,5218,11354,2571,14302,17208
4870,1477,4385,4530,14246,17843
20148,8235,14188,18483,4604,19316
20644,2409,17340,16396,3063,14629
14901,17469,18655,16280,3570,18333
8140,15852,2663,21267,20097,10408
3743,6349,413,1881,11368,15790
13389,16806,8392,8000,464,15675
7608,16152,8996,17295,18202,7002
17322,338,12943,18646,6602,16065
4860,20819,10402,20220,7766,1211
844,16317,16283,21765,18507,2817
16977,5003,13338,7644,11802,3184
2786,16681,10883,13211,8349,11224
19480,6121,5275,14528,18479,21209
4579,17848,12730,10652,2857,6630
16937,10952,9832,4669,12757,5793
17791,4252,17220,9071,8015,14645
6535,13709,18199,13960,3231,12729
20080,9658,19265,3331,11681,4391
18212,20562,20188,18762,3528,15737
18231,17918,20521,7008,16017,4519
2678,5466,7231,366,16455,1247
11310,21138,19124,3731,11929,22339
7030,19821,20862,14759,11982,20649
1592,5548,5998,2538,4182,3361
10274,2350,7110,4441,20166,12239
2534,6761,13069,6876,7985,9107
7045,21901,4895,22259,11628,12061
3836,652,13397,13181,20144,987
15128,15710,3717,15865,8947,2093
22098,17108,11302,3926,22330,15110
8228,1248,21542,12025,12787,4220
6140,7128,19955,15057,2915,481
18923,9267,22009,10838,7188,19626
6584,18911,20799,13443,4882,5321
13104,18110,456,11707,15399,2805
18798,4691,469,19825,17859,21761
18465,13591,4527,15924,21131,10062
5975,14369,20233,1870,21864,19684
8589,4025,10250,20715,4068,8314
21691,2965,7267,1337,9033,8249
14356,12829,19654,16265,1971,12988
2008,16437,21799,10252,7958,4639
10024,7463,6079,22219,21526,10421
961,3758,10392,9349,6572,7971
14417,18187,7509,14216,8561,15775
8709,4995,12100,11034,4325,18361
15815,13678,12154,22194,17207,13902
3793,12426,14567,15607,12323,12914
3142,5370,5255,2937,2301,13667
20432,11491,19704,13386,11635,18457
8696,7167,2571,9332,17792,13698
1387,13644,17480,14356,13631,13464
5119,6142,14621,10292,15486,6116
7178,8310,2904,2171,13429,20409
11466,21006,19484,5236,11228,13109
9467,21078,1900,16617,13267,14400
14874,18934,3312,12740,20819,3474
1260,2559,4124,6305,699,13057
6850,4354,3810,14254,2433,130
5492,19451,11678,1249,10458,13396
1773,4524,376,21504,12940,10737
6434,3931,1812,7963,10214,20436
9526,14239,8508,14072,4691,8846
3363,1974,14075,9034,3834,8865
14757,18520,11253,2890,19674,16919
14618,10657,2874,8132,5660,21547
10234,19180,13531,18249,22086,19735
5079,11267,9071,13553,9597,15451
3010,5384,17308,12704,4609,3475
8913,17549,16593,15913,6526,370
8225,11177,8419,9006,20951,3626
3152,11891,8585,14200,20240,2292
18463,15619,9025,15357,18739,4695
6094,642,4532,20939,1497,16811
11033,21361,6472,14858,4435,18698
964,11782,22148,21002,17603,4761
3843,3722,14274,15174,7956,6109
9438,17251,21523,16749,13762,15966
16282,18178,14528,1438,12718,8915
21846,5857,21642,4770,13517,20982
4057,19028,7627,8817,13439,13747
14441,17143,21262,15696,4355,15520
11422,17187,14979,1860,17428,6665
20624,21019,6160,1770,13567,17924
11532,3004,2453,11473,2268,1111
94,10665,20182,1786,20326,19139
7363,7815,14816,13487,13407,5729
16618,18958,17344,9635,10741,13219
12281,19102,17263,683,1065,8583
3814,6481,6948,5832,14903,885
17992,744,21435,21480,4444,9668
15448,5198,1245,5680,19319,21991
2288,2836,21835,13413,1207,18292
9002,14693,10661,6004,21405,15069
21103,8145,8341,14289,15254,17149
13506,15245,4285,14205,1137,4997
18220,8520,19109,21086,172,6027
6708,15046,5542,19858,16739,5339
2248,21204,3189,13295,9794,9172
2651,1731,3973,10739,14934,1967
21419,14041,19688,12845,9218,10951
