comment,toxic,lang
"Then let's get together and dance, my friend. I'd love to see you say anything to my face. I doubt that I would give you the opportunity.",0,en
""" """"DR. KADE QUITS.""""""",0,en
"Ne, ne, nisi shvatio; to piše i ovdje. Ovdje piše da je Ugrin Čak imao vazalan status prema kralju Dragutinu. Postojao je i ban u Usori. Milutin je pripojio Soli, jer tu nije postojao više Ban.",0,en
":::Even if you had a case (not saying you do), you can't just change the text in the body: it's cited to a particular source, so has to match what it actually says.",0,en
""" 
 :I sympathize with you. It would have been more irritating if we had not routed them and their handiwork out. This means that they may likely try this again so hopefully we catch it the next time it goes around. I guess it may give us the benefit of having to remain vigilant against this. """,0,en
". Or learn about the rights of the mainline churches as statuary organizations, e. g. to give religious education at state schools.",0,en
"If you persist in your schauwinistismus, you will be banned from editing despite your superior command of English; in case you forgot, there are other editors around. mikka (t)",0,en
"Man? 

The first line says that he's a man from Elmhurst. 16 year old kids are men now?",0,en
"They seem to hate having their images up for deletion so I was trying to avoid that, aha. I could honestly care less.",0,en
""" 
 :And I can assure you, that this is not appropriate. —   """,0,en
"WikiCup 2015 FP nomination 

Hi there, just to let you know that I'm checking with the bot owner to clarify why you didn't get the bonus points for the image you submitted appearing on five or more Wikis as of 31st December 2014. From my count it was on exactly five, and now it's on six - once the b",0,en
"Wow, I just discovered popups due to one of your edit summaries.  That is cool, I never knew this feature existed.  You've been holding out on me!  What else should I know about? \talk",0,en
":I suppose that guy was me. I have better things to do than keep my eye on loony-tunes talk pages, and if I knew how to get my original comment to show up again on this page,I would do it becase i amkinda pissed right now.  lookatt howo many words youve wasted here. The article itself seems more or ",0,en
"""

 Don't get it... 

""""planned to spend three months with the Parachute Regiment at Falklands, and stayed there for 3 months before returning back to England, where they parachuted into the sea to secure the beach heads whilst the British pulled out""""

Into which sea did he parachute?

Which beach ",0,en
"Still A Troll

Just gotta have the last word, eh? More proof of trolldom.

Ashida Kim",0,en
"*Support. BSoD-caps seems more common. Didn't spend much time looking into the other colors of 'death', but some of those may warrant a review.",0,en
"Jordan Partridge

a young inspiring musician, once a resident of Mesa Arizona, now lives in Utah",0,en
Stalker. I have my rights to the info that was written on my page. Your as creepy as they come. You watch me as I type every word. Microsoft vs. United States is a FACT!help,0,en
"==Damn...== 

 You've sure been vandalized a lot. 

 I guess people hate you or something...",0,en
"Samir, do you deal in enhancement pills, dear?
that is the message",0,en
"I wouldn't bother with InaMaka. He has a history of lying about folks to get his way, as well as name calling.",0,en
Do I put that on my page or the mergers page?,0,en
"== Cheers! == 

 Oh, don't misunderstand me. I have been reading your posts for years, and you have always come across as very serious. I never expected such a brilliant remark at my own quite caustic humour. It was a great comeback, and it leaves me with the slapped-in-the face feeling and total re",0,en
"List of dictators, again 

I thought you might be interested to see that there's some rumblings at Talk:List of dictators that the page should be resurrected.  The good point has been  made that the deletion that occurred a couple of months ago took place without any actual consensus to delete.  Non",0,en
REDIRECT Talk:List of Blu-ray Disc recordable manufacturers,0,en
"Angerstein Railway Line

The reference date is 2003 - is there not a more recent 'considering' of the matter?",0,en
Support See my comments above.,0,en
"Also, this. Another match from that night. 24.226.23.56",0,en
""" 
 ::Additionally as Shereth pointed out, it was decided back in August of 2009 that it meet WP:THE and the """"The"""" should be included, but User:Eustress moved it without discussion in 2011.  It should be moved back. / """,0,en
"""

 [edit conflict]

 Some good points, which require more thought.  Some initial responses: 
 I don't think """"Ukraine in WWI"""" is suitable, because most of the activity discussed in the article wasn't directly concerned with the war, and the period covered doesn't correspond to the duration of WWI ",0,en
"Ikke noget at tale om!  There will probably be more discussions about this in the future, but let's leave it there for now.
 However, I find this discussion interesting as (according to my personal experience) Stockholm with its 'isolated' location in the middle of Sweden rarely relates itself to De",0,en
!Why can't the wikipedians that do vandalism get blocked!i only argued in the talk page but i never got to the point of whiping or damiging and article!i dont think what've done is as big as to get blocked for a week,0,en
"Bert Oliva 

Having seen the changes done by",0,en
"Second set of recreations of these articles
You have recently recreated or reposted material which previously was deleted in accordance with Wikipedia's deletion policies. Please do not recreate this article without prior approval from an administrator or you may be blocked from editing. We ask that",0,en
it was aq big boy BoluyhuhuBold textd text,0,en
"By the way, I forgot to thank you for your scary obssesion solely on Korea University, unlike your description on your pure intention and purpose of playing around in Wikipedia haha.
If you know the guy named Brincos, please say hello to him. 

Oh Epthorn, I forgot to mention on thing. The major con",0,en
"""'ve since checked and the """"Australia"""" one was our very own N.Z. Kawau""",0,en
"""

More generally, maybe there should be a """"SPARC-based systems"""" section, like in the DEC Alpha article (but hopefully with more citations), mentioning Sun, Solbourne, Tadpole, RDI, SPARCstation clone vendors, Cray (CS6400), Meiko etc?   .""",0,en
"The bridges were destroyed to immobilize transportation, and prevent support for the Palestinians with weapons according to many sources on the web . So it is supposed to follow those reliable sources.",0,en
"""

 Unique Structure of Regional Government in Ontario 

This arcticle was started and then there where edits and discussions about moving it to its own page. It's been deleted but I thing another attempt should be made to crete a new one whith everyone working hamoniously to reach a consensus. Its ",0,en
"Awards Page 

I think we should do Madonna's awards page like Michael Jakcson's,Janet Jackson's and Whitney Houston's.We should include critics polls(Rolling Stone's 500 Best Albums,NME Greatest Albums,VH1 Greatest Artists etc.) and sales awards(aka certifications).",0,en
"""Refer to """"Links to web pages that primarily exist to sell products or services, or to web pages with objectionable amounts of advertising"""". 

Within http://en.wikipedia.org/wiki/Wikipedia:ELNO#Links_normally_to_be_avoided

Should you continue to attack my work then I will ask that Wikipedia ban y",0,en
""" 
 :::::::Still, I can help in a search at some point.  """,0,en
"My apologies, the inclusion of INS in that sentence was an oversight, which I corrected. The INS case you refer to relates to the original  charge sheet, I'm not disagreeing with that at all. The fact of the matter is that there was a guilty plea, a sentence was passed in a court of law, it was pass",0,en
"Is that your new strategy to claim there is no citation?  His ministerial licens is sourced and the people who signed it are sourced but you removved it anyway.  You are playing a game.

You have never listened to his teachings based on what you write.  He says God created all the races and intends ",0,en
"(sorry, this is Yeti Hunter by the way - editing from Uni and forgot to log in)192.43.227.18",0,en
"== Non Tea Party incident sourcing == 

 Since there doesn't seem to be serious opposition to turning this into a more general roundup article of all the IRS dirty laundry coming out on the theory that these things are connected, add in more and better sources so we don't have this stuff go back and",0,en
"== I.F. Stone == 

 Could you please explain (at Talk:I.F. Stone) your major recent removal of content:  . It was done virtually without comment and removed a bunch of content. This is not usually a good thing. You are an experienced contributor, so I assume you were up to something more than pickin",0,en
"Sorry girl 

Sorry for going crazy on that Betty Logan girl...... She was just being really disruptive and rude to me. Lesson learned <3",0,en
"== Closet gay? == 

 Wouldn't surprise me.",0,en
::Everyone who participated in the discussion agreed that the year is always included no matter what. STOP!,0,en
"Opposition Forums (Anti-GMC Groups): 

Abolish the General Medical Council (GMC)

Let democracy prevail !!!",0,en
"""

 request a deleted article 

Hi, you closed Wikipedia:Articles for deletion/List of law firms in Uganda last year.  While your closing that as """"Delete"""" was reasonable given the discussion, I and maybe some others are now wanting to develop the topic (see discussion within current Wikipedia:Arti",0,en
"Oklahoma City bombing FAC
Thanks for leaving comments at the FAC. I have addressed the issues you raised. Concerning the additional citations, could you point out what other occurrences you think need to be cited? I always like little numbers after my sentences, but if I missed some I'd like to addr",0,en
""" 
 :If you look at either the page history or my contributions you will see I have been removing stuff like, """"Crack is not used in the school when a fat student reveals his arse to the world when bending over..."""", and infamous former pupils:George W Bush. I have blocked one vandal, and I will blo",0,en
"== AMA Meeting == 

 Hi!  I put together a [proposal for another AMA meeting] that I'm hopeful you can chime in on.",0,en
"Hunter!Were Opsticmistic ((Wow i dont now how to spell))Buddys!!Hunter go to my party....u have to do u now anyone else thats comin ??? talk back!!!
Thanxs",0,en
http://finance.yahoo.com/news/7-fascinating-nuggets-another-bewildering-150348488.html,0,en
"Flag of Ireland
The edit you mention wasn't a mistake though it probably should have come with some kind of explanation and I don't know why I flagged it as minor. Please take my word for it that it wasn't intended as a sneaky edit. People generally don't get away with those anyway. I suppose it's a",0,en
"In reality Christian Cage DID defend a title, the “World Heavyweight Championship”, as TNA Wrestling continued to recognize Christian Cage as the reign World Heavyweight Champion.",0,en
""" 

 == Thanks for Bollywood edit == 

 Much improved, with deletion of odd material re """"warmongers"""", etc.   """,0,en
"== Copyright violation == 
 Please do not add copyrighted material to the encyclopedia as you did HERE. Even if credit is given, you must use quotations to show the exact content being copied. To exacerbate, you copied large chucks of material from elsewhere, which  copyrighted or not, is not an enc",0,en
""" 

 """" What a terrible joke they have made of the religion"""" does not necessarily mean Islam. Besides, if you read this carefully, you will find the removed text actually acknowledges liberal Pakistani attitude which a single person like you would like to see it removed from the article. Sad! Terro",0,en
":Many thanks! I'm quite happy with that going through: at one stage I didn't think there was nearly enough material to do it, but I hit a rich vein of information at one stage and it was just the usual slog after that! Thanks very much for your much needed copy edits at various stages! Cheers -",0,en
"""

 Guest Book!! 

i guess,, u hav a guest book right?,,,sry i can`t see it now!!
Regards,
  ★ .""",0,en
"Virtually every developing country, whether Socialist or capitalist, has a rampant black market, so I fail to see how this is pertinent to socialism in particular.",0,en
"""::Not every work of a non-Catholic was forbidden, but only, among others, every work on religion by a non-Catholic.
I don't know whether the Opus Dei adheres to the index or, as it is said, censures new books, but I may say that if, it wouldn't be to blame for it. It has every right over its member",0,en
"""

 Please do not vandalize pages, as you did with this edit to Kenny G. If you continue to do so, you will be blocked from editing.  Leave'''''' """,0,en
":::Rejecting geocentric cosmology is not groupthink, just the scientific method in action.",0,en
"It looks like the various links have been removed now.  I would agree that if a balance cannot be established, there should be no links to any external sites.  That is, there are folks on both sides of the debate, and everyone has their websites.  The anti-popper folks have theirs, of which you post",0,en
"== The deletion of your article == 
 A suggestion I would have for you is to add some outside sources- the link you'd put in and removed (I re-added it so that it would work) is a great start; any more news references, book references, etc. would help convince those involved that the cat is notable.",0,en
"""

Israeli-Palestinian conflict

On the talk page for """"List of massacres committed during the 1948 Arab-Israeli war"""", you state:

""""This is the truth believe it or not. The zionists gangs came to Palestine with a main task to accomplish: to evacuate the civilians houses and replace its inhabitants",0,en
"Please stop. If you continue to vandalize pages, }} you will be blocked from editing Wikipedia.  ~",0,en
"Vintagekite, what you or nobody has never been able to explain is why Irish Republican Catholics go by a different set of standards than the rest of Wikipedia. John Edwards is in the English-American category, as well as the University of North Carolina alumni category, and the Podcaster category. B",0,en
", 15 October 2010 (UTC)

But you are joining Paulh. You messaged me privately and filed the 3R complaint that was tossed out. You are the only two editors commenting on this so far, and yet, you both continue to lie and exaggerate that you both are the overreaching consensus and decision makers on t",0,en
"VANDAL 

 19:23, 2 Feb 2005 (UTC)",0,en
"""

In most cases the production_website parameter is unused, and the need for distributor website is limited to a single editor's opinion. The """"website"""" parameter is easy to source, but there's no need to change the label. It's almost always just """"website"""" or """"official website"""". Next time I'm ",0,en
":::::And even with its small size, the Britannica article manages to be more objective and less devotional than the Wikipedia article in its current, non-neutral revision. —",0,en
I have not been blocked. At no point did I try to edit Wikipedia to find myself blocked. It must have been a very short 'block' by a Wikipedian admin community aware that it wasn't entirely in the right in the matter.80.229.223.248,0,en
: Not to my knowledge. Ths only way to find out would be to read every single strip!,0,en
An easy mistake to make when one hasn't seen a relisting of a requested page move before...,0,en
"""

 Hello! 

Please, tell me where is my hate speech? Why are you guys lying? Is on my page written: """"All americans should be killed or they are pigs""""? It is not, cause I didn't write it. I will oppose terrorism (UCK) until the end of my life, and I don't remove anything from your profile, but why",0,en
"== Mariconismo (Gayer) == 

 ¿Y no es menos cierto que Robbie Savage es un gran maricón galés (Welsh gayer)? Go, Gorka, go! Kill him! Kick his void head next time!",0,en
"Futurama 

Futurama had an episode where Zap Brannigan arrested the delivery crew for having a large pair of scissors and he mentions something about the game.  Perhaps somebody can watch it to see what was said and add it.",0,en
""" 

 Fut.Perf. accusation:  
 :""""this bit was a rather severe case of source falsification. Here's what the source actually says""""""",0,en
"""
All responded to, but some will need replies from you, I think.  (talk · contribs) """,0,en
I'm somewhat confused. — | talk,0,en
"""
The Israelis living in the settlements don't call them settlements. The Wikipedia and common term is Israeli settlement. If you prefer, we can use the more neutral and descriptive term """"Israeli town"""". (talk) """,0,en
""":::::I thought I was gettinng blocked because I have 2 complaints and 2 warnings.     

 """,0,en
"Unblock 

Jon, after I finish leaving this message, I'm going to unblock you with a warning that any disruptive editing on your part may be met by blocks. I'm also going to remove the sock puppet tag from your user page.",0,en
Should we merge this with AMD Zodiac or should we keep two pages - one for the Canadian version and one for the US version? Please discuss.,0,en
"== History == 

 In the 2nd paragraph of the history section, it starts talking about VeriSign without any indication of how it relates to Jamba!. This really needs to be tidied up somehow by whoever wrote this section.",0,en
"""

 6000 pages? 

the """"criticism"""" section doesn't seem to mention nearly all of the serious criticisms I've read. It might just do to mention that the MS proposed standard is some 6000 pages long and contrast that to the alternatives.""",0,en
"""

The information about the IBM 5100 was likely very obscure public knowledge, as opposed to being an outright secret.  I've seen it mentioned that only a """"few dozen"""" people in the world would have known about this specific bit of knowledge.  But I can't find where I read that.    """,0,en
"Forget it. After reading your other discussions with The Egyptian Liberal, you obviously have a different agenda than providing straightforward information as in an encyclopedia. Which is why both of you are being reported. I'm totally shocked and appalled.",0,en
HAHAHA you're never gonna find my IP address. Lorna's cuddly and girls in the latency phase are SO cute,0,en
"I'll have to disagree with Tugaworld, don't use another picture of some business center, every country has plenty of those.. The world exposition includes some unique features and I'd probably go with the left picture here. It's not perfect but I like the format better and it gives the tower some co",0,en
"Discuss you editions. 

Please, kindly, discuss your editions right after you edit. This would make a peace and authentic way for editing and deletion. 

I also agree with User:Begu Khel, that Dil Jan Khan never went to be a Federal Secretary, yes he remained Federal Addl Secy.

Let us owe to make o",0,en
""" 
 :Damn, I was going to wish you a happy wiki-birthday before I got caught up in something else; happy wiki-birthday, Bubba! D '''''' , logs)help us! """,0,en
"Nicki Minaj videography
Thanks for your comments -).
This is the first page I created, so I don't know what exactly makes a good page. Could you look over Nicki Minaj videography and see if improvements can be made? And how do I link it to the Nicki Minaj page?
Thanks in advance if you can help.",0,en
"""

Yeah, I think what you've added is correct.  btw I believe that none of pakistan's current politicians can fix the country, I'm pinning my hopes on Imran Khan.((talk) )""",0,en
""" 

  Please do not vandalize pages, as you did with this edit to X-ray generator. If you continue to do so, you will be blocked from editing.    """,0,en
"Edit* I didn't apolagize Merope, it was another woman  Crimesone, anyway its the same thing, you apolagize to one woman you've apologized to the whole of womankind.",0,en
"""

 Might interest you.. 

In one of my linguistics courses, we studied the usage of the proper /ing/ ([ŋ]) pronunciation on present participles (ex- running, hopping etc) versus the substandard /In/ pronunciation (runnin', hoppin') among various social classes in the US. It was found that in workin",0,en
"""Well, since tony, the tiger...i mean marine seems to be waffling and going back on his report of NYC being confirmed to him, a friend or maybe his mother (who really knows, he seems to be self-serving and desirious of chnaging facts, rules, policies, et al in order to gain favor from future voters ",0,en
":You may well have decades of relevant experience in airships, but you do not have decades of relevant experience of Wikipedia. Your pretensions to personal authority are not merely irrelevant to us but deeply contrary to our founding principles. I have to wonder what you think you are doing, coming",0,en
"Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.     
 :If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",0,en
REDIRECT Talk:Chashme Buddoor (1981 film),0,en
"==BBC Radio 4== 
 The Friday Play, 
 BBC Radio Four, 
 Friday 18th January 2008, 
 21:00 to 21:58 GMT 

 Bloody Sunday: Scenes from the Saville Inquiry. 
 First of a two-part dramatic reconstruction of the hearings about the events of Sunday, January 30, 1972, focusing on the testimony of civilians ",0,en
REDIRECT Talk:St. Mark's Bookshop,0,en
""" 
 ***I made the photo in early 80's    """,0,en
"Attendances 

Hi there, I see you've been having some trouble with adding the attendance to the Hawthorn vs. West Coast match. The reason that it kept being removed is one of Wikipedia's core policies, Wikipedia:Verifiability, which means we can't add any information to articles that isn't supported",0,en
"That works, thanks.",0,en
"""
PD:Ah, and if someone had doubts about the lack of neutrality of some editors, why so many protests against the """"French Morocco"""" label and not a single word about the """"Spanish Sahara"""" label? No comment about that...  """,0,en
"""::""""which was more focused on Illyrian-Albanian continuity issue"""" the Albanian communist regime was appropriating Ancient Greek history as well.There are referneces and a whole section on it.Saying that only Illyrian-Albanian in the summary is misleading and out of the question.The claims of """"Ill",0,en
"""

 Rokhsaneh Ghawam-Shahidi 

Please do not add religion, ethnic, or descent categories or information to biography articles without first ensuring that 1) the category is supported by reliably sourced article content and 2) the individual identifies as such. Please see WP:BLPCAT and WP:EGRS for ad",0,en
Latest press reports indicate that the panel set up by King's College has reported the the allegations were of a nature that could be dealt with at departmental level i.e at the Institute of Psychiatry and the Institute has decide that no further action is required and closed the matter.,0,en
How is asking questions vandalism?,0,en
""" 

 :::::::::::::::::::::::::closing the article to further discussion by """"archive"""" process is being done by an editor discussed a lot in the thread. that's POV. bigtime. the editor says talk pages are for content and not about editor behavior. well, since the content-removal in the article (the ",0,en
"Oh, no wonder. I was banned by a commie from China. 

Free Tibet!",0,en
"FYI, overzealous deletions with hyperbolas claims are also frowned upon. Don't be so quick to delete information.",0,en
"""== Turbilly's bankruptcy == 
 In his Travels in france during the years 1787, 1788 & 1789., p. 112  Arthur Young gave an account on Turbilly's bankruptcy . In this work he described that on 29 September he arrived at Tourbilly, which he characterized as:  

 : """"... a poor village, of a few scatter",0,en
Your personal attack is noted,0,en
"WP:FOUR RFC 

There are two WP:RFCs at WP:FOUR. The first is to conflate issues so as to keep people from expressing meaningful opinions. The second, by me, is claimed to be less than neutral by proponents of the first. Please look at the second one, which I think is much better. (T / C / WP:FOUR / ",0,en
"If you can't see that African activity, then you are clearly not trying to...",0,en
I guess its not worth arguing about anymore. I'll say that Saw IV had a different history than Rebirth's.,0,en
"That USAF dude is wearing a brown vest, not a multicam one.  Christe, this is ridiculous.  Given the absolute lack of evidence that American military personnel use this pattern in any substantive way (substantive means beyond baseball caps and outside of FFW demos) I see no reason why any assertion ",0,en
"""

 Conquered 
Hello Giggy, the Cabal Conquering Cabal has officially taken all of your pages. Resistance is futile. Instead join us in conquering all the other cabals...    Chat """,0,en
in published dictionaries and,0,en
"""
""""Yeah, I had been thinking about changing that. I've now applied semiprotection. ^^^ """,0,en
Email me \/ 86.180.144.136,0,en
"""
PS: FisherQueen, I welcome your interest in this case as I would think that someone that can appreciate the """"Friends of Gays"""" essay might also appreciate the manifestations of this case and of my recent treatment here in general which rises nearly to the level of kafkaesque.   """,0,en
"::::I'm sorry, but I think it is you who need to prove your statements as well. I'm unable to go to Ozalj and see the document, as is 99,999% other Wikipedia visitors.",0,en
""" 

  
 Your assertion that """"wheelchair bound"""" is the more professional term is completely incorrect. """"Wheelchair user"""" is the professional choice. Please refer to the BBC style guide, Guardian style guide, and National Center on Disability & Journalism: 

 Guardian: """"Say (if relevant) that som",0,en
"==IMDB oddness== 
 This article lists the series as beginning in 2013, would anyone know why IMDB is saying it started in 2007, crediting season 1 as being 2009 and season 2 as 2010? Very odd.",0,en
""" 

  
 ==External Links== 
 Devastating firsthand account: [;""""Get Off the Fucking Freeway: The Sinking State Loots its Own Survivors,"""" Guerilla News Network""",0,en
""" 

 I have removed your edit to Sound of Sleat - if you need any assistance let me know, either here or on my talk page.   """,0,en
""" 

 == A barnstar for you! == 

 {| style=""""background-color: #fdffe7; border: 1px solid #fceb92;"""" 
 |rowspan=""""2"""" style=""""vertical-align: middle; padding: 5px;"""" |  
 |style=""""font-size: x-large; padding: 3px 3px 0 3px; height: 1.5em;"""" | The Admin's Barnstar 
 |- 
 |style=""""vertical-align: midd",0,en
"I also request to have my case reviewed by another administrator, someone who I feel will be more willing to hear both sides without bias.",0,en
"Please stop adding inappropriate external links to Wikipedia. It is considered spamming and Wikipedia is not a vehicle for advertising or promotion. Since Wikipedia uses nofollow tags, additions of links to Wikipedia will not alter search engine rankings. If you continue spamming, you will be blocke",0,en
"""|decline=No reason given.   """,0,en
"""

 Postdoctoral researchers 

Sheldon and Leonard do not appear to be postdoctoral fellows, as they do not seem to be awaiting another position nor is their research supervised. Dr. Eric Gablehauser is their boss, not an advisor. As postdocs, they may have been able to teach the research seminar on",0,en
"Chelmer Valley High School 

Hi, I wonder if you would revisist Wikipedia:Articles for deletion/Chelmer Valley High School, please? The article has been rewritten showing the school has been independently judged to be Outstanding with a world record breaking gymnastics team.",0,en
"More often than not, one shouldn't try to change an article name without first bringing it up and gathering consensus for it on the article talk page.",0,en
"""

 You can also solve the problem by saying, right up front, """"by symmetry, the identity (the numbers on, names of...) of the doors is irrelevant, What's important are their roles"""". Several respected academic writers do it that way. You can then name the doors by role. Door with car CA; door chose",0,en
"nAH!!! MINE SEEMS TO BE  JUST AS ACCCURATE AS THAT DESCRIPTION.IT MIGHT BE GROSSER,BUT STILL ACCURATE.BYBY!!!",0,en
"""
Perhaps I was pushing it too far, calling them """"wannabes"""", but real fur is certainly a lot more prestigious than fake fur and always has been. Surely you admit that much. (  )""",0,en
"It seems that it significantly informed her understanding of the use of ICTs and motivated her interest in them.  Admittedly, I don't know offhand of any notable interviews, articles, etc. outside of danah's self-published material that makes this connection.  I personally believe that the media hav",0,en
"Stuff that Rox: 

  
 Stuff that Sux:",0,en
"Unblock me - Check what actually happened first
Borisblue bolcked me without even thinking to read what went wrong. My valid, sourced contributions were first repeatedly 'fixed' and then completely removed time and again by Misterkillboy, who I felt perfectly justified in bringing attention to in th",0,en
"Yes, PLEASE stop undoing my Baker edits as I no longer editorialized,  added sources for the Shrek donkey.  How old are u anyway ? in ur 20s ? I'm 37",0,en
"""
See Internet_Explorer#Market share history overview by year and version. IE7 is with us for some time to come, like it or not. But if others using it have no problems, that's fine, I'm not worried about my specific workplace.  come howl! """,0,en
"Presumptuousness can be a bit polarising too. Why don't you spend some time reading the Talk page and think it over, instead of airing preconceptions? It may have the double advantage of clarifying matters, and your opinion.   05:41, 11 Jul 2004 (UTC)",0,en
"== Allusions in Franklin's Name == 

 Both the international name of the turtle, Franklin, and his Canadian French name, Benjamin, are an allusion to the American inventor and scientist Benjamin Franklin.Luke Elms",0,en
"::::A pitcher could come in with a man on first, 2 out, and pick off the man on first without having thrown a pitch. I believe I have heard this happened once in a MLB game, but I don't remember the details.",0,en
"""
Certainly. Yes change to the research section wording occured back in 2011  and was not make by you.  (talk · contribs · email) """,0,en
The links now seem to work on another computer. Axel,0,en
Vandalism? What are you talking about?,0,en
"When I tackled this article, most all of it was a copy and paste from a 'mandobanjo' website. It is not laid out very well, tends to ramble and does not stick to the subject of mandolins. Anyhow, to do my part, I replaced a section in the history part. I believe it gives a succinct account of the ma",0,en
""" 

 * Yeah, regarding some kind of """"High-end Bottled Drinking Water Expo"""" in 2014.  What the hell is going on here?  I'm gonna strike it.""",0,en
""" 
 ::The fact is, """"White Pride"""" is used primarily by a bunch of bigots as stated in the first sentence of the article. This is well established by many, many [[wp:RS}]. As a certifiable way-over-privileged """"white guy"""", I wish to not be associated with this sh*t. The WP:WEIGHT is correct and the",0,en
"However, deleting the original and recreating another as your own work is a violation of the copyright of the original creator. I can work with you if provide me with additional information. Thanks.",0,en
"Welp, I've already said that you were likely one of two editors who are editing disruptively relative to the images on that article. There may be others who do drive by image altering... so when I say you and one other individual I'm speaking in the general long term sense. I'm sure that I find it e",0,en
The contribution is above for record,0,en
Can you please unblock me. I promise I wont do it again please.,0,en
"Since the same point has been made in the #Article Intro subsection on this page, I will make the change tomorrow, unless serious objections arise.",0,en
REDIRECT Talk:A Girl Like You (Cliff Richard and The Shadows song),0,en
"""
So, congratulating someone for enjoying their studies in engineering is considered harrassment?  Please elaborate.  I doubt GW felt threatened, nor was it my goal.  In fact you can see where I acknowledged that nothing I could do really matters, so your circling the wagons here to """"protect one of",0,en
""" 
 :You're welcome. Drop me one sometime.  """,0,en
Please show me where my actions have not been civil. I think you may have misinterpreted something.,0,en
":You're welcome, Bkell.",0,en
RepublicanJacobite thinks that he knows everything about everything.  Your best course of action to combat his vandalism is to just undo all of his damage.,0,en
"Cheers Ceoil. I much liked your edit on the Standing Madonna. Only here for a few days more (. Back next year maybe... I want to get the Chroniques de Hainaut miniature in, as well as the embroidery I scanned and uploaded to Commons from the expensive Campbell & Van der Stock I scanned the Justice  ",0,en
"The video doesn't work. 

I tried the video and it didn't work, what's up with it?",0,en
""" 

 :The real problem is that User:Musical_Linguist has a personal grudge against me and vigorously hunts for and reverts all of my attempts at dialog with the rest of the Wikipeida community.  Clearly, Wikipedia, with 1,000,000 articles is now big enough for the two of us, but she a pretty and pol",0,en
"Fascism in its purest form like communism is an economic system that is a tool meant to keep a stable government, there has never been a pure fascist ruler, Hitler was a nationalist who used fascism as his economic plan and Mussolini was a socialist that used some fascist idea as his own. And to say",0,en
"Eurodistrict 

Hello J, as i said i won't have time personally to enhance the article the next days, but here is a link to a website featuring several articles on the Eurodistrict: http://www.relatio-europe.eu/strasbourg-europe/eurodistrict. Cheers,",0,en
"I agree with the change, it presents the information with the reader in mind and prioritises the actual title.",0,en
"::I have Capture Professional. Took the shot of Master Chief and his Shield Grenade. When the HD version of the ad is released, I'm sure someone will put a higher quality pic up.",0,en
Shouldn't there be an article of each of Montaigne's essays?,0,en
Yeah until it busts...,0,en
"Zs... 

Bongwarrior's page should be protected.",0,en
""" March 2009 (UTC) 

 ::::: That's nice, but it's original research, and it's original research that does little more than refight the losing side of the Alden trilogy. It would be bad enough for the article to present as current doctrine a view of sovereign immunity that is based on original resear",0,en
"Merge discussion? 

Where was a merge discussion on this page ever held?  I don't see one here...",0,en
""" 
 :Citations, please? Google gives one hit for """"institute for secular islam"""" neo-nazi.  """,0,en
"Is Turla the same thing as Uroburos? It seems likely, but I can't find an unequivocal report that would let me say so.",0,en
"You have recently re-created the article Alex pearson, which was deleted in accordance with Wikipedia's deletion policies. Please do not re-create the article. If you disagree with the article's deletion, you may ask for a deletion review.",0,en
""" 
 :It looks like it stalled.  I'll look into it.— Online """,0,en
"== Ultima Linux talk page == 

 What the hell?",0,en
""":::That's cool Mike, your still my road dawg. EndlessDan 

""",0,en
"""

 Speedy deletion declined: Marketplace Homes 
Hello Vivvt. I am just letting you know that I declined the speedy deletion of Marketplace Homes, a page you tagged for speedy deletion, because of the following concern: Subject might be important/significant (see also Google News hits for this subje",0,en
"Please refrain from adding nonsense to Wikipedia, as you did to Dean. It is considered vandalism. If you would like to experiment, use the sandbox.",0,en
"""*Will Cuppy puts it, only slightly exaggerating his textbooks, """"Carthage was ruled by its rich men, and was therefore a plutocracy; Rome was also ruled by its rich men, and was therefore a republic."""" ;->  
 :*""",0,en
I'll try my best to drop down to your level.  Hopefully you can comprehend that the movie is the source for many of these.  You don't need a weblink for everything on Wikipedia.  Good example is the lawsuit.  The lawsuit itself is the source.  Things like the budget and the Cinemassacre thing would ,0,en
"awe hello  

https://en.wikipedia.org/w/index.php?title=User_talk:Mosfetfaser&diff;=prev&oldid;=610245924 -",0,en
"Explain please 

Can you tell me why you chose to archive this while the question from WaltCip remained unanswered by BWilkins?",0,en
"It may have been a joke page, ridiculing such killings?!",0,en
When a mommy and a daddy hate balonga very much!!!,0,en
I don't know whether the map per se is correct or not. But I checked into the source  and it is sufficiently partisan in tone that the map could be questioned.  Does anyone have a similar map from a more neutral source?,0,en
He died in a postwar equestrian accident.,0,en
"Agree, was wondering when reading that sentence. I myself use Mac OS X and really think it's just Grande Bold.",0,en
"If it were a divine revelation, it would make many references to Siberia and Tasmania.",0,en
. Please get documented before saying nonsensical assertions.''',0,en
""" 

 == Requested move == 

 == Requested move 5 September 2015 == 

  

 :LDPR (political party) →  – acorrding to the 28 january 2014 move, bd2412 misused it by renaming it his own version """"Political party LDPR"""" althought the consensus clearly said that it was either, Political party LDPR"""" or """,0,en
