ind_tr,ind_pt,ind_ru,ind_fr,ind_it,ind_es
18667,18022,7697,13299,14505,16671
14343,15785,11250,5083,4043,15919
18418,8460,21870,5200,19461,19580
12003,19838,21938,20806,2655,1218
14589,3592,21603,10806,752,2639
10721,15347,22292,11511,21950,13350
76,18737,4528,5555,2278,5994
16249,4109,8988,22263,5401,17675
8296,14804,7586,22152,6856,19352
9626,19141,18869,19977,420,16551
12013,12040,8665,9277,20322,1442
21128,16947,731,16906,9070,20765
19110,495,11703,3813,916,14914
2993,11703,15878,21901,3922,3905
3397,21855,15772,14964,15455,21090
8312,15200,13306,17774,1637,10653
5281,994,4857,3426,3161,14064
37,3989,15801,4272,4317,15334
2568,14285,5355,13802,6591,9791
17196,4615,9402,12809,11939,5460
2412,7605,10169,21083,21858,2758
11762,11183,16044,10528,14384,1108
6996,875,21853,7254,21911,4036
13857,14525,7213,13734,900,7093
19177,8178,18034,8037,10847,1773
9276,6433,8079,5615,14891,129
16392,18148,20503,21525,15864,4221
4711,21777,12611,3694,19033,21314
4252,15035,20792,16937,9973,13381
22049,5690,22099,12555,15998,17069
4387,20289,2424,12839,16752,3924
16907,19123,6941,19430,20961,19807
10517,12854,12533,11100,12666,14383
3226,11961,10267,1384,13586,15206
10149,7434,19731,17590,5206,22146
5719,14667,10060,12874,7871,10007
11856,10942,841,5917,14189,3348
2604,13886,12322,7412,8326,14800
1882,16592,2311,17932,17276,19298
18686,6787,11847,21399,15349,18525
1516,18669,6391,10143,2223,3160
709,10719,5475,2069,21189,7815
13904,20750,20977,3181,12288,8510
22249,17311,14541,16990,17177,17293
11259,4046,2833,19274,2169,19974
6663,979,264,2307,20388,9496
4254,2461,3948,9315,10144,4378
14418,12435,16936,4431,3648,8537
7101,779,17218,8877,13235,2550
8258,8084,19989,21750,1684,13010
11972,15223,14204,4233,10408,18742
9744,4232,3278,20406,13814,11997
11214,5597,12238,6743,3723,7754
5938,13555,11204,16971,5530,19163
11283,2624,3984,3793,4237,19905
13064,22343,2789,14588,11682,1771
12232,9984,5691,8060,21797,14663
10335,712,4499,7757,15527,3516
16131,1434,6322,13281,260,18910
9668,22041,3785,14901,14904,3074
1669,20064,8949,8181,12078,5372
4302,18168,16970,10926,6796,20441
3094,21819,214,766,22033,8578
17318,4067,10162,11262,19669,10980
15748,3438,10255,21855,21083,20972
20271,11841,22105,18017,9970,6526
2433,20047,17099,7981,8800,8967
18618,8593,5322,3961,11406,6011
13720,5515,6516,11759,8711,9984
15950,9728,6183,3135,18361,10555
800,6893,19646,14006,725,13571
19869,4193,2396,7791,17303,17805
21307,4172,4368,22048,3556,16383
9036,16977,3133,10857,7608,19734
7388,16685,6500,3012,813,20306
1371,19560,14040,468,18841,9621
3245,7950,12455,12137,12032,10875
9591,13424,1899,6733,5303,5393
17163,4587,16563,21694,2696,11090
2207,16418,11175,5325,3692,2267
7737,12417,11030,4637,18397,9054
13619,18731,9741,5043,21454,20942
202,18708,16172,5133,17257,3288
6351,1170,1781,2552,875,11520
10216,12879,22317,1641,15158,6020
22055,8367,1814,1791,2991,1202
7616,22224,14688,4533,2933,16396
10834,16526,13728,4484,4971,13349
19846,8461,3330,5255,15093,11511
5528,9503,17705,4639,18175,12013
6016,4653,5432,18698,2178,13995
17232,12700,13502,1777,814,4707
2662,15077,4362,13543,1732,8096
314,14674,22018,6935,20739,14156
7822,20158,20003,14716,16339,21941
15396,2189,21776,11411,1158,5628
15927,4659,17348,11590,13025,11603
17938,22328,12530,5202,9732,1690
1566,15173,17021,19929,4093,13641
15005,13431,6757,9278,18618,15447
7192,20927,1297,6626,17841,6039
1692,12043,2572,878,15035,16432
1678,10471,3965,11948,3284,9365
11945,3216,1043,6635,8917,13961
10989,7241,6664,19042,6335,4311
16561,1683,17281,3495,21504,21916
1258,20602,21524,7694,11987,15330
2206,19218,609,15582,15524,2140
9683,11059,1337,1749,3060,19518
3437,4665,17343,3189,16193,10868
11545,2704,14724,20618,249,1622
145,19091,21139,10654,8362,16706
16852,6638,14422,7892,5963,8739
9440,7356,6688,11849,4184,1744
20555,7491,1410,21168,5433,11300
19789,8420,8967,1211,14539,10506
22139,17685,11707,19273,16604,18238
19949,21181,18931,11744,17856,12167
2093,2691,21170,13341,21345,8386
8132,5298,19262,1324,8827,6896
1112,3340,9805,10665,8876,16979
10738,2936,11785,9665,2839,2390
4671,9293,21856,19478,9654,11122
8877,16039,621,1151,19900,3769
21684,4474,21100,12703,20916,9637
14178,9028,15900,8072,164,8014
11590,21010,14461,15053,13262,7611
12999,15602,12173,12096,9315,4824
19391,22269,15347,4798,9453,7473
16864,15618,14287,17178,13104,22308
8080,9614,20414,184,13685,11005
3041,5945,4200,14359,17552,2038
3947,665,12875,5430,12155,11549
21148,5455,21168,8699,7894,9594
21361,17260,19680,21204,4294,22015
2553,694,22104,11619,20352,14300
17389,13242,12670,19331,6440,14503
1185,12260,6231,12694,21199,7001
1886,16007,16628,12516,15857,14953
21758,22117,7393,17251,18584,17873
4421,2664,20826,19713,11910,4105
16277,20137,20121,12301,20007,2458
7316,17785,13989,13915,1625,7704
2838,5009,14855,9711,10912,9192
21402,3150,15213,11406,7017,5891
17632,13045,14656,21703,3730,7633
15807,312,6798,5240,3961,10703
2136,17896,21428,6184,11062,9490
12976,7292,1815,11060,10494,1688
14732,3328,10962,6183,12381,15819
7366,21610,1023,18378,883,20669
9604,9289,6689,21919,12150,16272
22315,18515,1365,2723,1245,4834
20094,10605,21895,18418,13727,2290
4178,2237,9950,22109,11782,14328
15856,13572,4679,6160,15923,1624
15378,3929,10514,18304,3969,7400
15479,17117,7817,10676,19679,4290
21624,21335,1285,21710,8500,19673
622,13506,10728,2808,19421,3509
10142,13064,3259,16789,6978,17780
4024,16001,19072,3656,17999,7398
8410,12259,16737,3253,3006,14930
12821,12011,10880,16300,2127,12633
8974,21415,358,939,19269,5065
6911,15917,123,8671,7508,6860
12199,12520,9297,14752,10743,17428
353,12801,3814,15778,21593,9895
3705,22140,8128,21009,22306,9242
8542,2884,13614,6159,10199,13746
12400,2116,425,5129,11992,6767
7993,20665,4702,17376,22008,14214
15648,3620,2869,19573,5462,21600
19067,11330,20758,1736,4329,3960
20384,16536,359,9873,97,2689
18265,10380,17057,1201,7097,5173
4568,49,4312,21187,12171,4147
13110,3249,12992,14024,18690,21419
12732,10460,5276,1858,19726,10750
17273,7810,14269,16412,21644,6579
1019,2520,20180,2000,16106,8111
12307,16846,15869,13531,7932,8923
18255,16635,160,22351,429,15644
10524,6840,10664,9517,11768,4303
15256,1239,4530,22183,18334,15362
15782,17267,19632,10836,9216,10493
11511,76,3340,11824,12010,621
15213,18170,17080,21678,5053,21504
6144,15553,3142,20921,21799,7776
15804,1397,9867,21981,2463,4223
1695,17949,3088,11531,1459,19305
6919,11272,4919,6745,20830,14033
19879,9839,15246,13414,5512,9958
18615,4133,3487,4869,10609,16724
11997,9602,17211,9254,14226,6793
8936,2371,12040,4716,21789,6384
11279,22018,12109,10011,2427,18527
9860,16023,11808,4482,9979,11024
17815,7299,12395,13635,19707,7455
22369,2888,15333,16506,1321,1336
16046,1950,14334,14683,5445,21303
20472,21103,18128,20149,10541,18876
15157,1917,11035,18410,16080,900
8638,1116,18833,20995,22171,9542
2064,16392,13945,16866,12458,2419
15845,14457,4737,12472,13990,19467
953,14103,21757,13691,790,7215
6306,9765,11957,16096,5788,8740
22227,1656,6956,8473,4990,4633
3362,13894,19572,1367,17520,2581
16851,11858,10902,9545,8252,14532
11170,13333,3221,2568,2728,8309
3600,5388,12432,20764,21261,11629
1132,21502,19736,16324,13803,8311
9713,2869,10224,15613,6942,2461
18627,15024,10407,7168,21303,20047
16473,12179,3309,17399,15052,10508
8809,10107,22201,15740,7305,842
21594,16548,9214,14521,8046,15578
10298,5491,8120,4750,20727,18928
15085,2831,21337,21794,10691,465
4149,3412,12604,15148,7796,3185
21018,18336,15074,17556,7664,12604
19476,12462,2357,4394,4295,15149
8005,777,13769,10073,15063,12073
19380,4223,19107,6895,8667,13970
16140,972,7364,16543,22007,11169
19304,20263,18731,15268,8824,16557
4324,504,17194,4621,13342,15274
8206,15221,17289,15037,17309,15492
159,10118,15113,14825,7691,19199
13531,14935,896,3203,20289,12421
946,490,6376,14303,425,4644
7940,17680,18325,1878,13316,5456
15527,5870,6866,9820,6477,245
16155,22332,9907,6189,15837,586
19890,12453,15504,21080,3564,2479
1104,8640,5071,21609,1834,10817
6580,11712,12025,9206,14640,10640
21385,4094,17972,6729,9643,2872
20075,14130,167,13541,9722,19499
16166,7044,20464,11159,18661,12191
22205,13039,8706,8387,12944,4402
4031,8194,7164,10384,16603,17622
5390,8986,13234,17433,12417,9025
21081,346,1989,21418,21611,11578
10759,12735,13185,9168,3734,14092
10551,3512,19032,4854,6936,13403
3001,7673,22198,2839,12159,13764
14956,10969,14379,5108,479,8925
22180,1378,3251,8171,8255,552
21277,6649,15490,2083,8525,2188
15093,4518,9383,4345,18593,6634
22144,14664,19120,8855,14091,17884
3222,19315,14587,16512,21389,21665
20946,7422,20528,17043,16007,4815
8025,13230,20837,15635,4045,3783
12920,20942,11812,18479,16166,21015
10741,15704,3448,9593,10506,7551
4285,1238,11908,1857,13643,13195
7012,3226,12987,18706,12913,8903
4459,15183,17290,11662,14288,6769
20924,13569,13056,12847,12777,7719
10563,3219,2682,2830,10528,8626
17017,12636,15930,3587,18476,2351
8333,10254,21235,19354,7095,9593
4417,20587,13745,20922,16126,17931
10755,4103,19921,20336,12935,21435
6987,17541,1299,19341,5605,6035
20345,16577,19650,3800,19920,19079
16343,19550,1776,507,11391,6564
12504,3968,14079,18182,13362,7745
12612,5440,16282,10638,609,5620
16170,20793,9433,15968,10259,15241
4994,5563,9666,16331,8214,1363
16644,3555,17232,3547,5482,5392
433,9892,9837,244,6952,5790
8714,20469,11838,13044,11612,891
16630,17374,10465,11097,21378,16021
13303,10273,3385,10000,8521,13196
20962,10504,15753,9363,17371,204
4738,17392,11506,8553,17645,1572
5760,15242,11236,20907,14049,5840
850,9843,18756,14538,19791,14326
12327,17661,11911,20407,17448,5216
3000,21676,17453,7784,17383,19401
18853,2638,20331,19758,18965,11842
5303,13925,2091,283,13751,20511
1268,14483,18384,5765,18854,1226
22107,8560,14000,11156,3164,190
11699,18842,6875,6187,7922,12959
4708,14698,22380,10386,12983,529
15192,10395,14353,13182,9637,12661
1810,2046,7294,12093,9633,2247
20361,19040,20930,4517,9570,7404
18264,6410,20399,13758,17663,13300
8522,1602,2042,19066,14639,9310
11672,5860,12952,6730,9777,8866
651,503,3999,5362,19044,8698
480,10757,7414,5293,6646,6439
2697,5019,3601,13712,17997,21881
13533,3945,1774,13134,5146,16779
18850,8769,13754,4238,6974,1985
14755,5129,15684,10622,19767,4461
2505,18900,4995,10597,20425,1009
16031,11547,18448,17027,15425,4506
6086,18147,20175,13677,975,7456
17654,913,18996,18099,20451,17309
2541,17435,7863,3847,16371,11913
8574,17408,5963,14550,3446,8195
16923,19973,6896,6082,10242,8582
9971,16158,4466,21475,15356,3027
17808,12390,11199,15705,5651,12347
16017,6285,3563,10240,4442,9864
8530,19496,12409,3436,2807,19672
1070,19390,12127,17001,12282,19503
1737,1429,395,12587,19,21285
14213,10747,21567,1741,21443,11265
18036,8313,2689,21814,21850,12947
1931,12090,17216,15598,6649,520
18457,10021,2625,21513,17367,2837
15865,17648,4487,11794,21859,3848
12778,6434,20891,17270,7441,2681
12775,15549,16921,9773,14387,4438
3174,14265,20803,10939,3670,7263
21801,1653,15448,9988,20051,7055
1583,21735,11183,19308,9924,11077
20860,4360,19314,8597,21931,14929
14143,18544,20855,11302,14082,14627
6877,6413,14779,22044,4264,5680
2215,16390,1982,21240,5604,16414
15022,785,17998,774,21069,18448
4446,17986,11447,7143,3269,9704
4836,16067,12740,15684,2172,17295
16862,15820,21310,21300,19809,8277
16478,11758,14697,20013,12733,8809
15872,8424,5463,16795,1619,4731
16581,17587,1151,10878,10504,14449
9196,13574,12150,10605,11661,9571
11026,1913,19977,7438,6535,2270
6166,6311,4493,11986,3271,11156
1659,7038,16758,14587,5964,15685
18885,19934,14240,287,16130,17999
5862,5481,3439,21329,2816,17287
13792,7669,3521,8389,8674,10313
17206,15443,18205,21870,14419,20792
2312,15299,15529,19205,6890,5491
20953,3506,10362,5274,19087,18793
11426,3098,3306,9935,2579,2831
3802,16829,6067,18924,1590,13116
12019,1514,22289,18794,3824,14748
17621,7172,19051,12293,14913,742
656,2195,4652,3626,14729,13922
5819,3242,6336,17224,5397,8465
12574,3948,12990,16453,16021,20253
8781,6857,2113,15178,15843,15755
20297,20254,4889,11185,18033,533
12784,17356,10329,3153,12344,17978
788,19260,3510,14804,627,22116
11135,5415,3853,6933,1017,1362
6188,17596,4188,7574,2261,784
13014,9405,16839,14087,15744,9390
16720,14018,19287,21727,1601,18655
18995,6379,14970,13219,13907,4537
15387,19343,2454,15061,14770,22176
20611,7272,8605,8026,18168,17732
1295,18945,11631,20030,3262,3055
19828,2427,7723,14762,9288,9255
22252,21869,16247,18655,14512,14068
8086,2001,8742,11857,5078,17670
19938,10487,7092,21505,13004,12542
15447,4595,6644,11529,12921,16186
9881,14556,14606,4918,18862,1000
10289,11590,20755,7113,17382,8265
7880,8075,6526,17065,11214,12973
5585,14632,7806,2,2360,19865
7793,21881,19602,19715,7521,910
8373,19168,10943,6631,103,19030
22222,30,20384,12513,7641,5359
10408,7878,13919,7213,5458,15917
14777,17151,20829,13801,21542,11825
9255,22362,9453,18508,7099,8084
22158,12474,6919,9980,20574,7770
1357,2051,10471,20420,11915,21742
17095,5402,3184,932,14044,16472
7325,6727,6613,19531,6133,19714
15892,19437,11296,11541,10663,4753
14858,14905,4924,20736,7761,19203
12394,8088,667,21889,16338,631
18641,3757,17769,6068,2751,19160
15465,830,613,18324,20149,4706
12217,11399,4954,6497,7703,7268
16589,9144,15870,5632,6177,13622
19322,4973,21157,15229,11293,2509
14881,21584,814,4220,19238,3420
6740,20497,13935,15849,14126,3024
11043,2101,21888,8779,17384,5627
12713,13790,19259,531,15855,2854
7933,15898,17727,9584,6065,7769
6746,11872,18000,7184,4203,5353
20358,920,15431,14103,19476,15152
17841,6958,5059,18165,7515,18341
13805,9611,8017,19335,13935,4642
2833,10695,10539,19718,17470,10470
11051,19689,16060,13304,17099,4149
4988,22071,16708,9499,12112,20203
8603,5143,9415,12305,14637,7251
18510,2602,21164,3496,11476,6094
20598,8428,5827,14671,5479,8218
1846,1457,12166,1004,18627,20896
18722,8015,11238,17167,15324,3631
21323,12683,4131,2659,20343,4251
14358,17747,3821,16059,20101,1088
11772,5645,12055,7685,929,9052
14948,8793,7862,10774,6865,4828
5848,20559,19251,9442,2675,10065
16887,12120,18321,12718,111,3004
310,16063,612,6182,18564,10894
11200,19267,1789,16277,10647,2977
2659,4126,10833,2850,9978,8752
21802,9129,1583,4348,18696,174
21730,5975,12642,2742,13497,21472
7920,7403,8975,6353,815,12516
12365,5450,13355,20448,11534,9963
972,3947,15154,19833,5060,20298
6484,11237,8321,8937,18056,8125
12819,9270,10690,7834,896,20807
1707,18634,5392,5883,5863,13450
3386,14499,16393,5807,3314,15993
7490,11706,1506,11643,3022,22079
185,13047,1345,6628,3614,2340
11400,2573,7121,17236,7057,10381
5058,2700,13447,11031,10476,7167
19568,13008,21264,12497,3125,2667
11694,2999,11750,9281,4276,18482
22245,616,11496,12347,8487,21617
9787,13335,1283,5933,7656,11091
6477,16269,8510,18160,3261,2745
7473,753,7854,20556,3789,9945
14749,12438,10119,20326,11313,4088
20201,11658,3304,19647,19023,9035
19684,18323,21218,5952,11405,13707
7598,15987,20439,16973,6559,1759
21844,430,21383,6750,1005,22217
1713,10359,12681,8682,1109,5991
16156,6001,6184,22135,2706,12348
19720,2568,10061,16234,9662,82
21437,13027,4126,16505,6821,6672
18568,7222,22192,16431,21885,15611
2437,19058,21505,419,11385,16175
6552,13310,12768,13943,19914,17612
125,2351,3752,5988,22140,3561
13469,9924,1146,14707,20218,18772
5322,18320,21249,1217,17627,14174
21718,4202,7827,15286,2520,1896
20695,16119,2304,6387,1941,5274
15405,8682,20090,8087,11554,17497
19634,5105,18174,7820,8222,3858
10495,5151,6247,2949,11299,16660
14503,3894,4008,8935,7325,8855
21149,9981,7386,4727,16062,4103
17362,6028,17339,21212,16700,11705
12518,15942,8775,3348,1760,18462
3486,19479,291,238,20593,16035
15072,3719,13815,9382,19547,19066
170,4778,20633,13497,1851,10387
13678,13542,19313,20421,10954,22028
15969,14382,10486,2285,18441,11385
13910,15515,13824,21321,19845,20483
19795,16448,18510,6840,3638,12718
16621,22291,12255,21319,5094,18878
10872,433,13008,5147,9371,17585
10164,6387,8762,4458,17007,2394
19170,2934,6831,5042,3562,10935
21922,18368,3606,13261,17631,458
20242,13150,125,22237,15788,8928
12956,18179,17398,18473,12747,6255
342,19101,3870,11663,22359,16691
8768,8859,17119,8169,2823,6425
2689,11883,18289,6585,2535,8678
7898,8538,17662,10443,7268,12886
16453,20162,8692,11710,19029,7132
19310,12198,11516,15882,20904,9524
5973,4001,14438,12658,4428,1428
21204,11875,20095,16124,14701,13869
20190,7220,21302,8750,16999,2879
11553,12242,21984,7650,5137,7524
7109,4986,21295,17492,11546,22239
12493,10299,17084,11299,1960,8696
10420,7041,16976,22251,17446,19981
3449,4976,1534,13900,993,21105
6319,11308,14147,21760,10580,491
15056,13920,9336,15419,1967,5567
10570,17725,7243,6575,7589,7412
6925,21279,2778,21097,8718,18479
10196,12970,1331,2456,11119,4691
21591,16458,11003,12040,12463,5830
20352,7571,18939,17708,10782,1033
19502,236,13634,18437,21556,4959
19562,14492,22324,188,3116,21005
17812,16292,20884,16378,11086,12686
4168,6364,295,6837,1522,17968
5095,17885,3249,18206,17199,21683
13865,2619,19835,3149,20447,6518
4531,4234,7321,26,6426,687
4441,14128,3366,20125,1372,7003
13998,11907,5652,19343,16761,9222
13374,11921,4942,8566,19666,2995
15901,18647,10258,7555,19787,9237
15759,11732,9136,644,1758,13524
11960,7834,22095,8528,16901,20950
8299,11786,1420,15001,20929,4526
858,9260,2185,19600,2746,22354
16544,9127,18111,3528,15438,8441
1097,19299,17145,2210,5842,11967
4562,17509,6434,2885,5373,11131
11260,6866,4076,15857,14663,9522
8608,15802,17004,1624,20215,16578
113,16560,2770,15541,21631,9338
5256,8358,16148,8650,21922,4009
14542,668,4213,7946,1091,5381
8440,4701,19771,20263,18309,3308
5269,18285,3827,16702,15650,21416
819,6119,11505,14113,12732,4463
7802,12165,12018,2671,13168,19906
3777,21161,14885,21547,12248,4267
3954,13267,3036,6188,20580,11589
12462,18535,14965,6310,7856,6800
3880,13080,19352,1315,11506,12021
6512,1485,16071,6502,10045,13535
4591,18612,10447,6577,5642,14538
6296,4848,3461,20215,4659,19768
16026,8041,10056,12849,10204,9340
937,22341,12314,20901,12031,107
15585,1522,19844,21805,14901,12852
12977,11566,6989,4005,17981,5659
6785,3058,4621,2795,22068,12302
4862,21265,16594,18430,10765,12131
11671,2142,5478,18008,16600,21618
17140,16461,13535,16164,21414,7239
2959,19703,7514,13220,9825,15804
5630,4749,15115,1694,13010,1901
11266,7242,13076,21864,21031,22347
5081,2814,9877,14638,8699,4086
1680,20016,2829,11560,7486,9992
5693,8328,17385,3123,8163,22019
18172,15916,19750,9455,6543,18215
10681,1474,8794,2674,9433,6941
12239,5999,7303,2418,4066,11144
12340,9296,18922,17035,20410,2473
21678,21421,12550,1265,6756,21256
11488,12268,17632,5300,1171,6092
8237,77,12818,20227,17644,19513
367,5864,9730,10409,15042,15883
6350,4651,932,12175,1175,17434
10667,12814,5173,6927,1418,19472
1148,16425,16649,12656,18341,10529
21973,16779,13218,19183,10066,1629
15382,8104,2338,21477,16742,20064
4251,20362,18457,14659,18838,17502
6751,6496,7127,9115,12400,3867
13654,19978,14014,7,10935,3422
8204,5042,18247,4244,841,14039
14433,8347,9742,5373,18709,13018
20481,16664,19285,13453,21939,13452
19787,159,16496,3711,7919,12793
9601,20925,6076,5527,5306,18823
2132,19026,10768,4180,14852,20310
10631,6282,16162,19809,20464,14947
15646,19947,7734,9829,18370,16884
12929,21592,9314,4029,20646,17541
3991,18847,5034,20725,13769,12834
12823,4905,8639,12762,6618,21305
16381,21127,18719,19272,9169,1273
13502,15062,10953,16233,17958,21790
19269,10892,18044,10338,6250,18320
19381,1279,20274,1005,8321,10117
9496,10847,14080,9001,4128,2037
5395,17868,7629,20828,12837,4770
5647,1351,9405,9033,11218,12127
18743,6860,7910,18802,15785,1695
3286,7433,2003,4932,9844,4285
5121,1376,3346,11903,22340,6023
5415,8621,11783,21428,21097,11958
15543,5157,9274,13033,12963,9171
13609,9827,18040,4739,22381,17142
9959,15834,16942,15589,15195,14020
8869,16420,6567,17857,20231,8639
8082,5244,5904,7022,6172,19969
6267,3815,9422,15614,19729,11973
17829,5247,2128,14318,15184,7991
5283,15506,16514,14691,4005,674
9522,1848,10348,22363,22316,1824
10432,17970,18100,15324,7682,21692
8818,22275,9847,16832,14696,13908
785,10277,7560,16365,5243,21501
9189,1569,15451,2889,9741,5212
13985,9533,11275,20119,9158,19941
1189,21524,6446,21763,12465,11191
19413,16306,14599,19528,19049,9479
8355,3192,19335,21718,2969,22025
13656,14048,11806,8302,3863,161
15598,3482,14597,970,62,13439
5994,5473,21929,18288,8233,20183
7041,5498,14134,17642,9076,4652
13144,15271,7623,22372,8834,21960
12486,11898,12974,3157,22052,18834
6709,2159,16866,5074,8304,3413
7906,12579,17492,5854,11934,8768
5521,9529,19910,11085,10748,5834
2320,2006,7008,16817,10136,19565
7231,6176,350,16195,14221,10361
13400,3257,17300,15272,5821,10746
17616,20363,2063,7494,22370,8565
20803,11887,11031,9052,5286,11284
6103,20489,20153,5464,1717,9630
18572,1795,15993,4032,1031,14771
11876,9105,20927,17503,6083,787
10827,6073,9000,782,19749,17788
11829,7343,14200,7433,16566,17764
22189,473,19097,813,21635,14155
19835,16111,15844,6817,14267,5292
20840,5186,5713,15649,19185,16259
11378,1912,19201,5934,20729,2508
5355,16566,18036,3465,8374,1242
299,12532,8072,11323,995,8745
20870,19224,4583,14761,6243,3002
9080,17573,5739,3741,21267,13474
16023,9057,3720,10167,8278,1131
9031,15033,5627,6059,3138,19055
3321,20759,15952,15790,4158,14405
3075,1803,13959,1993,5120,19274
9982,1797,7371,20781,6156,3680
1856,14272,4421,756,9853,1498
9985,13245,22116,17100,17763,13798
12346,21996,13168,17889,21156,3528
18772,15032,15633,15621,5729,16117
13749,6468,12850,20878,18232,4700
21810,10449,4089,2732,5153,15648
3021,19412,32,413,12563,11640
20582,19778,21389,21762,6837,8907
7227,8406,760,14898,13881,3455
5963,19704,7686,6067,20696,4366
18233,8756,2947,1654,14470,17222
11396,15598,12370,1503,8594,9212
2927,16906,19422,2725,11383,21978
3530,15121,2875,22041,5627,15933
11795,12388,14308,12423,2983,14343
5196,6220,13819,2315,9543,15213
3931,1040,15764,14705,3166,12921
6157,16495,19333,10175,3461,2993
6388,20530,5203,5028,1997,2327
3706,16361,5321,5941,5367,307
11039,16502,5380,2275,17712,2816
3478,13353,3343,7405,12749,14223
5358,10147,4656,1394,10075,1514
14638,3079,9223,19919,2480,12908
6391,16308,12935,10590,1039,525
9107,15895,12785,18624,4326,4003
21865,12336,7381,19448,8516,21274
15089,321,18694,19661,21402,5781
705,16504,3782,9019,6104,6260
5110,10905,2449,2643,15403,18798
3946,1979,16739,7315,6493,8292
900,14488,3757,6778,8780,14729
10018,5300,1433,5308,19097,21500
144,18932,1643,4624,1642,21453
13640,18836,5794,515,5848,2483
2552,9321,1190,8742,8731,21558
19992,15427,22000,7986,79,4585
11614,9016,8970,9289,12026,18613
3937,7492,11007,7122,10670,9308
13691,13960,839,988,695,9190
20614,3660,19429,16188,6213,12062
111,21886,7117,21003,10186,15763
8002,22058,17003,16036,16576,5849
1341,7936,21747,20307,5742,14137
15630,8919,20190,20159,1656,1487
10406,19594,11411,11441,12851,18953
18340,7125,13059,17401,14517,22273
8772,15081,18151,21196,19143,17779
18040,10459,21658,17621,3498,11609
4350,14399,1100,12253,5374,13933
7747,6149,13651,14710,1014,19363
11507,12072,7644,19595,8638,7817
6174,8463,16180,4461,11389,15113
11433,19695,2866,15550,19237,10302
2626,20323,18825,21800,12335,20305
5523,15446,2604,22266,1937,19574
6852,4610,1869,708,17351,19642
2115,4121,1681,15674,3925,8160
15419,1087,13681,4618,18333,13937
10528,2103,5745,9354,188,20777
4713,6660,19260,11569,8645,7790
10191,10045,7942,7520,20314,18264
17249,1971,2301,15127,8930,20095
22148,1075,18660,19485,14863,18882
12631,3518,286,3972,10031,16471
15583,21060,20687,435,2570,14539
13408,4411,22297,10412,1288,15822
16433,17611,15297,7047,12327,1998
752,1044,6070,19550,8085,10966
2176,981,551,10962,2160,8684
283,10852,17166,3673,1153,7154
8734,16028,3417,7367,14817,8380
5987,10857,7300,388,6009,4759
19923,18065,17273,18266,15917,16591
4181,13924,1553,18984,8496,14924
4898,7353,19399,13367,7264,18794
12928,19795,20292,4361,11300,13178
11604,11637,8015,20634,20042,17555
4944,5718,6235,19399,2717,13709
6821,13490,21338,14319,7209,10650
18866,5594,6872,13818,4899,8638
18343,3674,17730,3667,22303,1700
9456,5710,10020,12140,11687,15185
14997,19229,12065,22239,2541,7682
12861,22199,13514,10053,8185,21517
7029,12070,10228,7548,7094,21533
5260,334,11391,15412,13143,12265
15601,18414,4137,21910,19832,8798
14015,17580,177,8260,18855,16016
15713,4362,2500,14697,4441,15006
21034,8564,10706,19374,3064,500
18716,3163,9095,6932,4389,8743
12886,14162,4509,19352,4705,13260
7319,9853,21062,4017,10697,165
8081,4238,20323,41,5540,14592
3317,9622,13684,13004,22235,10257
2305,11678,1725,8895,5967,2092
12506,7847,14630,17957,6006,19798
6043,13224,12851,446,1696,1612
7241,14371,4320,15453,2871,3396
4296,9438,22261,9244,21076,16556
17885,11302,8275,3074,16182,9400
1134,538,10552,20364,710,12565
630,4145,17284,1277,1346,15728
1381,18740,2354,2932,5933,5451
11397,3111,17455,2650,15081,4998
11080,9685,18068,13873,8991,20853
7522,1401,16577,11447,4073,21791
13026,251,18848,9685,10368,10086
1614,752,2585,14046,12595,4777
429,19847,21680,8876,8388,19266
2368,7383,12676,13457,20748,9371
10813,15641,14198,22186,15810,3667
21994,14264,8479,3832,5830,1073
10474,3370,11933,3693,8008,1061
8755,21840,4072,14936,6240,1412
8394,4970,18961,21951,18585,13817
8134,11212,7525,5956,5448,2629
2195,8042,12682,12440,6232,9719
16207,3312,13387,6156,4985,5283
11787,18687,6900,11850,2806,5609
2829,3979,8980,6281,1098,13750
15251,13508,20539,15538,19658,1425
8964,941,4694,16284,19025,11816
15178,10803,12375,16131,21664,4245
21409,768,7757,16916,14408,477
3102,8655,19821,14601,18269,6429
2159,4438,13106,11725,7972,8256
15786,10099,14245,15462,13676,20512
19605,9691,19906,7431,10126,16385
4633,296,21667,13656,21001,20142
3898,21612,18925,21058,15884,15735
9614,16439,1273,3850,6945,11550
258,11216,18659,13145,1984,8499
13786,11371,61,19026,16705,6848
896,2310,15765,3526,5091,21710
9880,553,265,4316,8489,15954
20586,11977,18746,8619,20965,10197
11555,12637,11735,16876,1214,4533
11207,18271,18169,4288,18262,21662
5152,4718,15883,20305,6966,12771
1706,15930,16843,12377,3945,15420
5541,8686,13967,7884,12153,5336
13466,18954,9168,18452,19940,13171
20121,3073,17221,13038,13113,17919
6123,3399,7194,13420,11918,17674
7350,12896,13241,14005,12642,12701
5360,16750,8347,216,10055,10148
19887,17256,4490,10335,4072,12711
9430,15836,18482,14435,959,10071
7691,19561,296,2706,14303,5678
2126,16792,14006,14397,3147,21
2522,17263,7961,6995,1336,3132
19845,4278,14657,17640,7041,4886
